ID,Order,Family,Scientific,English,German
2789,ACCIPITRIFORMES,Accipitridae,Nisaetus bartelsi,Javan Hawk-Eagle,Javahaubenadler
2790,ACCIPITRIFORMES,Accipitridae,Nisaetus lanceolatus,Sulawesi Hawk-Eagle,Celebeshaubenadler
2791,ACCIPITRIFORMES,Accipitridae,Nisaetus philippensis,Philippine Hawk-Eagle,Luzonhaubenadler
2792,ACCIPITRIFORMES,Accipitridae,Nisaetus pinskeri,Pinsker's Hawk-Eagle,Mindanaohaubenadler
2793,ACCIPITRIFORMES,Accipitridae,Nisaetus nanus,Wallace's Hawk-Eagle,Dschungelhaubenadler
2794,ACCIPITRIFORMES,Accipitridae,Spizaetus tyrannus,Black Hawk-Eagle,Tyrannenadler
2795,ACCIPITRIFORMES,Accipitridae,Spizaetus melanoleucus,Black-and-white Hawk-Eagle,Elsteradler
2796,ACCIPITRIFORMES,Accipitridae,Spizaetus ornatus,Ornate Hawk-Eagle,Prachtadler
2797,ACCIPITRIFORMES,Accipitridae,Spizaetus isidori,Black-and-chestnut Eagle,Kastanienbauchadler
2798,ACCIPITRIFORMES,Accipitridae,Stephanoaetus coronatus,Crowned Eagle,Kronenadler
2799,ACCIPITRIFORMES,Accipitridae,Lophotriorchis kienerii,Rufous-bellied Eagle,Rotbauchadler
2800,ACCIPITRIFORMES,Accipitridae,Polemaetus bellicosus,Martial Eagle,Kampfadler
2801,ACCIPITRIFORMES,Accipitridae,Lophaetus occipitalis,Long-crested Eagle,Schopfadler
2802,ACCIPITRIFORMES,Accipitridae,Ictinaetus malaiensis,Black Eagle,Malaienadler
2803,ACCIPITRIFORMES,Accipitridae,Clanga pomarina,Lesser Spotted Eagle,Schreiadler
2804,ACCIPITRIFORMES,Accipitridae,Clanga hastata,Indian Spotted Eagle,Gangesadler
2805,ACCIPITRIFORMES,Accipitridae,Clanga clanga,Greater Spotted Eagle,Schelladler
2806,ACCIPITRIFORMES,Accipitridae,Hieraaetus wahlbergi,Wahlberg's Eagle,Silberadler
2807,ACCIPITRIFORMES,Accipitridae,Hieraaetus pennatus,Booted Eagle,Zwergadler
2808,ACCIPITRIFORMES,Accipitridae,Hieraaetus morphnoides,Little Eagle,Kaninchenadler
2809,ACCIPITRIFORMES,Accipitridae,Hieraaetus weiskei,Pygmy Eagle,Papuazwergadler
2810,ACCIPITRIFORMES,Accipitridae,Hieraaetus ayresii,Ayres's Hawk-Eagle,Fleckenadler
2811,ACCIPITRIFORMES,Accipitridae,Aquila rapax,Tawny Eagle,Savannenadler
2812,ACCIPITRIFORMES,Accipitridae,Aquila nipalensis,Steppe Eagle,Steppenadler
2813,ACCIPITRIFORMES,Accipitridae,Aquila adalberti,Spanish Imperial Eagle,Iberienadler
2814,ACCIPITRIFORMES,Accipitridae,Aquila heliaca,Eastern Imperial Eagle,Kaiseradler
2815,ACCIPITRIFORMES,Accipitridae,Aquila gurneyi,Gurney's Eagle,Molukkenadler
2816,ACCIPITRIFORMES,Accipitridae,Aquila chrysaetos,Golden Eagle,Steinadler
2817,ACCIPITRIFORMES,Accipitridae,Aquila audax,Wedge-tailed Eagle,Keilschwanzadler
2818,ACCIPITRIFORMES,Accipitridae,Aquila verreauxii,Verreaux's Eagle,Klippenadler
2819,ACCIPITRIFORMES,Accipitridae,Aquila africana,Cassin's Hawk-Eagle,Schwarzachseladler
2820,ACCIPITRIFORMES,Accipitridae,Aquila fasciata,Bonelli's Eagle,Habichtsadler
2821,ACCIPITRIFORMES,Accipitridae,Aquila spilogaster,African Hawk-Eagle,Akazienadler
2822,ACCIPITRIFORMES,Accipitridae,Harpagus bidentatus,Double-toothed Kite,Rostbrust-Zahnhabicht
2823,ACCIPITRIFORMES,Accipitridae,Harpagus diodon,Rufous-thighed Kite,Rostschenkel-Zahnhabicht
2824,ACCIPITRIFORMES,Accipitridae,Kaupifalco monogrammicus,Lizard Buzzard,Kuckuckshabicht
2825,ACCIPITRIFORMES,Accipitridae,Micronisus gabar,Gabar Goshawk,Gabarhabicht
2826,ACCIPITRIFORMES,Accipitridae,Melierax metabates,Dark Chanting Goshawk,Graubürzel-Singhabicht
2827,ACCIPITRIFORMES,Accipitridae,Melierax poliopterus,Eastern Chanting Goshawk,Weißbürzel-Singhabicht
2828,ACCIPITRIFORMES,Accipitridae,Melierax canorus,Pale Chanting Goshawk,Silbersinghabicht
2829,ACCIPITRIFORMES,Accipitridae,Urotriorchis macrourus,Long-tailed Hawk,Langschwanzhabicht
2830,ACCIPITRIFORMES,Accipitridae,Erythrotriorchis buergersi,Chestnut-shouldered Goshawk,Prachthabicht
2831,ACCIPITRIFORMES,Accipitridae,Erythrotriorchis radiatus,Red Goshawk,Fuchshabicht
2832,ACCIPITRIFORMES,Accipitridae,Megatriorchis doriae,Doria's Goshawk,Salvadorihabicht
2833,ACCIPITRIFORMES,Accipitridae,Microspizias superciliosus,Tiny Hawk,Däumlingssperber
2834,ACCIPITRIFORMES,Accipitridae,Microspizias collaris,Semicollared Hawk,Halsbandsperber
2835,ACCIPITRIFORMES,Accipitridae,Accipiter trivirgatus,Crested Goshawk,Schopfhabicht
2836,ACCIPITRIFORMES,Accipitridae,Accipiter griseiceps,Sulawesi Goshawk,Graukopfhabicht
2837,ACCIPITRIFORMES,Accipitridae,Accipiter poliogaster,Grey-bellied Hawk,Graubauchhabicht
2838,ACCIPITRIFORMES,Accipitridae,Accipiter toussenelii,Red-chested Goshawk,Rotbrusthabicht
2839,ACCIPITRIFORMES,Accipitridae,Accipiter tachiro,African Goshawk,Afrikahabicht
2840,ACCIPITRIFORMES,Accipitridae,Accipiter castanilius,Chestnut-flanked Sparrowhawk,Rotflankenhabicht
2841,ACCIPITRIFORMES,Accipitridae,Accipiter badius,Shikra,Schikrasperber
2842,ACCIPITRIFORMES,Accipitridae,Accipiter butleri,Nicobar Sparrowhawk,Nikobarensperber
2843,ACCIPITRIFORMES,Accipitridae,Accipiter brevipes,Levant Sparrowhawk,Kurzfangsperber
2844,ACCIPITRIFORMES,Accipitridae,Accipiter soloensis,Chinese Sparrowhawk,Froschsperber
2845,ACCIPITRIFORMES,Accipitridae,Accipiter francesiae,Frances's Sparrowhawk,Echsensperber
2846,ACCIPITRIFORMES,Accipitridae,Accipiter trinotatus,Spot-tailed Sparrowhawk,Fleckschwanzsperber
2847,ACCIPITRIFORMES,Accipitridae,Accipiter novaehollandiae,Grey Goshawk,Grauhabicht
2848,ACCIPITRIFORMES,Accipitridae,Accipiter hiogaster,Variable Goshawk,Inselhabicht
2849,ACCIPITRIFORMES,Accipitridae,Accipiter fasciatus,Brown Goshawk,Bänderhabicht
2850,ACCIPITRIFORMES,Accipitridae,Accipiter melanochlamys,Black-mantled Goshawk,Schwarzmantelhabicht
2851,ACCIPITRIFORMES,Accipitridae,Accipiter albogularis,Pied Goshawk,Elsterhabicht
2852,ACCIPITRIFORMES,Accipitridae,Accipiter haplochrous,White-bellied Goshawk,Weißbauchhabicht
2853,ACCIPITRIFORMES,Accipitridae,Accipiter rufitorques,Fiji Goshawk,Fidschihabicht
2854,ACCIPITRIFORMES,Accipitridae,Accipiter henicogrammus,Moluccan Goshawk,Halmaherahabicht
2855,ACCIPITRIFORMES,Accipitridae,Accipiter luteoschistaceus,Slaty-mantled Goshawk,Schiefermantelhabicht
2856,ACCIPITRIFORMES,Accipitridae,Accipiter imitator,Imitator Goshawk,Trughabicht
2857,ACCIPITRIFORMES,Accipitridae,Accipiter poliocephalus,Grey-headed Goshawk,Aschkopfhabicht
2858,ACCIPITRIFORMES,Accipitridae,Accipiter princeps,New Britain Goshawk,Prinzenhabicht
2859,ACCIPITRIFORMES,Accipitridae,Accipiter erythropus,Red-thighed Sparrowhawk,Waldsperber
2860,ACCIPITRIFORMES,Accipitridae,Accipiter minullus,Little Sparrowhawk,Zwergsperber
2861,ACCIPITRIFORMES,Accipitridae,Accipiter gularis,Japanese Sparrowhawk,Trillersperber
2862,ACCIPITRIFORMES,Accipitridae,Accipiter virgatus,Besra,Besrasperber
2863,ACCIPITRIFORMES,Accipitridae,Accipiter nanus,Dwarf Sparrowhawk,Sulawesisperber
2864,ACCIPITRIFORMES,Accipitridae,Accipiter erythrauchen,Rufous-necked Sparrowhawk,Rotnackensperber
2865,ACCIPITRIFORMES,Accipitridae,Accipiter cirrocephalus,Collared Sparrowhawk,Halsringsperber
2866,ACCIPITRIFORMES,Accipitridae,Accipiter brachyurus,New Britain Sparrowhawk,Dreifarbensperber
2867,ACCIPITRIFORMES,Accipitridae,Accipiter rhodogaster,Vinous-breasted Sparrowhawk,Rosenbrustsperber
2868,ACCIPITRIFORMES,Accipitridae,Accipiter madagascariensis,Madagascar Sparrowhawk,Madagaskarsperber
2869,ACCIPITRIFORMES,Accipitridae,Accipiter ovampensis,Ovambo Sparrowhawk,Ovambosperber
2870,ACCIPITRIFORMES,Accipitridae,Accipiter nisus,Eurasian Sparrowhawk,Sperber
2871,ACCIPITRIFORMES,Accipitridae,Accipiter rufiventris,Rufous-breasted Sparrowhawk,Rotbauchsperber
2872,ACCIPITRIFORMES,Accipitridae,Accipiter striatus,Sharp-shinned Hawk,Eckschwanzsperber
2873,ACCIPITRIFORMES,Accipitridae,Accipiter chionogaster,White-breasted Hawk,Weißbrustsperber
2874,ACCIPITRIFORMES,Accipitridae,Accipiter ventralis,Plain-breasted Hawk,Andensperber
2875,ACCIPITRIFORMES,Accipitridae,Accipiter erythronemius,Rufous-thighed Hawk,Rotschenkelsperber
2876,ACCIPITRIFORMES,Accipitridae,Accipiter cooperii,Cooper's Hawk,Rundschwanzhabicht
2877,ACCIPITRIFORMES,Accipitridae,Accipiter gundlachi,Gundlach's Hawk,Kubahabicht
2878,ACCIPITRIFORMES,Accipitridae,Accipiter bicolor,Bicolored Hawk,Zweifarbhabicht
2879,ACCIPITRIFORMES,Accipitridae,Accipiter chilensis,Chilean Hawk,Chilehabicht
2880,ACCIPITRIFORMES,Accipitridae,Accipiter melanoleucus,Black Sparrowhawk,Dominohabicht
2881,ACCIPITRIFORMES,Accipitridae,Accipiter henstii,Henst's Goshawk,Madagaskarhabicht
2882,ACCIPITRIFORMES,Accipitridae,Accipiter gentilis,Northern Goshawk,Habicht
2883,ACCIPITRIFORMES,Accipitridae,Accipiter meyerianus,Meyer's Goshawk,Papuahabicht
2884,ACCIPITRIFORMES,Accipitridae,Circus aeruginosus,Western Marsh Harrier,Rohrweihe
2885,ACCIPITRIFORMES,Accipitridae,Circus spilonotus,Eastern Marsh Harrier,Mangroveweihe
2886,ACCIPITRIFORMES,Accipitridae,Circus spilothorax,Papuan Harrier,Papuaweihe
2887,ACCIPITRIFORMES,Accipitridae,Circus approximans,Swamp Harrier,Sumpfweihe
2888,ACCIPITRIFORMES,Accipitridae,Circus ranivorus,African Marsh Harrier,Froschweihe
2889,ACCIPITRIFORMES,Accipitridae,Circus maillardi,Reunion Harrier,Réunionweihe
2890,ACCIPITRIFORMES,Accipitridae,Circus macrosceles,Malagasy Harrier,Madagaskarweihe
2891,ACCIPITRIFORMES,Accipitridae,Circus buffoni,Long-winged Harrier,Weißbrauenweihe
2892,ACCIPITRIFORMES,Accipitridae,Circus assimilis,Spotted Harrier,Fleckenweihe
2893,ACCIPITRIFORMES,Accipitridae,Circus maurus,Black Harrier,Kapweihe
2894,ACCIPITRIFORMES,Accipitridae,Circus cyaneus,Hen Harrier,Kornweihe
2895,ACCIPITRIFORMES,Accipitridae,Circus hudsonius,Northern Harrier,Hudsonweihe
2896,ACCIPITRIFORMES,Accipitridae,Circus cinereus,Cinereous Harrier,Grauweihe
2897,ACCIPITRIFORMES,Accipitridae,Circus macrourus,Pallid Harrier,Steppenweihe
2898,ACCIPITRIFORMES,Accipitridae,Circus melanoleucos,Pied Harrier,Elsterweihe
2899,ACCIPITRIFORMES,Accipitridae,Circus pygargus,Montagu's Harrier,Wiesenweihe
2900,ACCIPITRIFORMES,Accipitridae,Milvus milvus,Red Kite,Rotmilan
2901,ACCIPITRIFORMES,Accipitridae,Milvus migrans,Black Kite,Schwarzmilan
2902,ACCIPITRIFORMES,Accipitridae,Milvus aegyptius,Yellow-billed Kite,Schmarotzermilan
2903,ACCIPITRIFORMES,Accipitridae,Haliastur sphenurus,Whistling Kite,Keilschwanzmilan
2904,ACCIPITRIFORMES,Accipitridae,Haliastur indus,Brahminy Kite,Brahmanenmilan
2905,ACCIPITRIFORMES,Accipitridae,Haliaeetus leucogaster,White-bellied Sea Eagle,Weißbauch-Seeadler
2906,ACCIPITRIFORMES,Accipitridae,Haliaeetus sanfordi,Sanford's Sea Eagle,Salomonenseeadler
2907,ACCIPITRIFORMES,Accipitridae,Haliaeetus vocifer,African Fish Eagle,Schreiseeadler
2908,ACCIPITRIFORMES,Accipitridae,Haliaeetus vociferoides,Madagascar Fish Eagle,Madagaskarseeadler
2909,ACCIPITRIFORMES,Accipitridae,Haliaeetus leucoryphus,Pallas's Fish Eagle,Bindenseeadler
2910,ACCIPITRIFORMES,Accipitridae,Haliaeetus albicilla,White-tailed Eagle,Seeadler
2911,ACCIPITRIFORMES,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Weißkopf-Seeadler
2912,ACCIPITRIFORMES,Accipitridae,Haliaeetus pelagicus,Steller's Sea Eagle,Riesenseeadler
2913,ACCIPITRIFORMES,Accipitridae,Haliaeetus humilis,Lesser Fish Eagle,Braunschwanz-Seeadler
2914,ACCIPITRIFORMES,Accipitridae,Haliaeetus ichthyaetus,Grey-headed Fish Eagle,Graukopf-Seeadler
2915,ACCIPITRIFORMES,Accipitridae,Butastur rufipennis,Grasshopper Buzzard,Heuschreckenbussard
2916,ACCIPITRIFORMES,Accipitridae,Butastur teesa,White-eyed Buzzard,Weißaugenbussard
2917,ACCIPITRIFORMES,Accipitridae,Butastur liventer,Rufous-winged Buzzard,Malaienbussard
2918,ACCIPITRIFORMES,Accipitridae,Butastur indicus,Grey-faced Buzzard,Amurbussard
2919,ACCIPITRIFORMES,Accipitridae,Ictinia mississippiensis,Mississippi Kite,Mississippibussard
2920,ACCIPITRIFORMES,Accipitridae,Ictinia plumbea,Plumbeous Kite,Schwebebussard
2921,ACCIPITRIFORMES,Accipitridae,Busarellus nigricollis,Black-collared Hawk,Fischbussard
2922,ACCIPITRIFORMES,Accipitridae,Rostrhamus sociabilis,Snail Kite,Schneckenbussard
2923,ACCIPITRIFORMES,Accipitridae,Helicolestes hamatus,Slender-billed Kite,Hakenbussard
2924,ACCIPITRIFORMES,Accipitridae,Geranospiza caerulescens,Crane Hawk,Stelzenbussard
2925,ACCIPITRIFORMES,Accipitridae,Cryptoleucopteryx plumbea,Plumbeous Hawk,Bleibussard
2926,ACCIPITRIFORMES,Accipitridae,Buteogallus schistaceus,Slate-colored Hawk,Schieferbussard
2927,ACCIPITRIFORMES,Accipitridae,Buteogallus anthracinus,Common Black Hawk,Krabbenbussard
2928,ACCIPITRIFORMES,Accipitridae,Buteogallus gundlachii,Cuban Black Hawk,Kubabussard
2929,ACCIPITRIFORMES,Accipitridae,Buteogallus aequinoctialis,Rufous Crab Hawk,Rotbauchbussard
2930,ACCIPITRIFORMES,Accipitridae,Buteogallus meridionalis,Savanna Hawk,Savannenbussard
2931,ACCIPITRIFORMES,Accipitridae,Buteogallus lacernulatus,White-necked Hawk,Weißhalsbussard
2932,ACCIPITRIFORMES,Accipitridae,Buteogallus urubitinga,Great Black Hawk,Schwarzbussard
2933,ACCIPITRIFORMES,Accipitridae,Buteogallus solitarius,Solitary Eagle,Einsiedlerbussard
2934,ACCIPITRIFORMES,Accipitridae,Buteogallus coronatus,Chaco Eagle,Kronenbussard
2935,ACCIPITRIFORMES,Accipitridae,Morphnarchus princeps,Barred Hawk,Prinzenbussard
2936,ACCIPITRIFORMES,Accipitridae,Rupornis magnirostris,Roadside Hawk,Wegebussard
2937,ACCIPITRIFORMES,Accipitridae,Parabuteo unicinctus,Harris's Hawk,Wüstenbussard
2938,ACCIPITRIFORMES,Accipitridae,Parabuteo leucorrhous,White-rumped Hawk,Weißbürzelbussard
2939,ACCIPITRIFORMES,Accipitridae,Geranoaetus albicaudatus,White-tailed Hawk,Weißschwanzbussard
2940,ACCIPITRIFORMES,Accipitridae,Geranoaetus polyosoma,Variable Hawk,Rotrückenbussard
2941,ACCIPITRIFORMES,Accipitridae,Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,Andenbussard
2942,ACCIPITRIFORMES,Accipitridae,Pseudastur polionotus,Mantled Hawk,Mantelbussard
2943,ACCIPITRIFORMES,Accipitridae,Pseudastur albicollis,White Hawk,Schneebussard
2944,ACCIPITRIFORMES,Accipitridae,Pseudastur occidentalis,Grey-backed Hawk,Graurückenbussard
2945,ACCIPITRIFORMES,Accipitridae,Leucopternis semiplumbeus,Semiplumbeous Hawk,Möwenbussard
2946,ACCIPITRIFORMES,Accipitridae,Leucopternis melanops,Black-faced Hawk,Zügelbussard
2947,ACCIPITRIFORMES,Accipitridae,Leucopternis kuhli,White-browed Hawk,Weißbrauenbussard
2948,ACCIPITRIFORMES,Accipitridae,Bermuteo avivorus,Bermuda Hawk,Bermudabussard
2949,ACCIPITRIFORMES,Accipitridae,Buteo plagiatus,Grey Hawk,Graubussard
2950,ACCIPITRIFORMES,Accipitridae,Buteo nitidus,Grey-lined Hawk,Silberbussard
2951,ACCIPITRIFORMES,Accipitridae,Buteo lineatus,Red-shouldered Hawk,Rotschulterbussard
2952,ACCIPITRIFORMES,Accipitridae,Buteo ridgwayi,Ridgway's Hawk,Haitibussard
2953,ACCIPITRIFORMES,Accipitridae,Buteo platypterus,Broad-winged Hawk,Breitflügelbussard
2954,ACCIPITRIFORMES,Accipitridae,Buteo albigula,White-throated Hawk,Weißkehlbussard
2955,ACCIPITRIFORMES,Accipitridae,Buteo brachyurus,Short-tailed Hawk,Kurzschwanzbussard
2956,ACCIPITRIFORMES,Accipitridae,Buteo solitarius,Hawaiian Hawk,Hawaiibussard
2957,ACCIPITRIFORMES,Accipitridae,Buteo swainsoni,Swainson's Hawk,Präriebussard
2958,ACCIPITRIFORMES,Accipitridae,Buteo galapagoensis,Galapagos Hawk,Galápagosbussard
2959,ACCIPITRIFORMES,Accipitridae,Buteo albonotatus,Zone-tailed Hawk,Rußbussard
2960,ACCIPITRIFORMES,Accipitridae,Buteo jamaicensis,Red-tailed Hawk,Rotschwanzbussard
2961,ACCIPITRIFORMES,Accipitridae,Buteo ventralis,Rufous-tailed Hawk,Magellanbussard
2962,ACCIPITRIFORMES,Accipitridae,Buteo regalis,Ferruginous Hawk,Königsbussard
2963,ACCIPITRIFORMES,Accipitridae,Buteo lagopus,Rough-legged Buzzard,Raufußbussard
2964,ACCIPITRIFORMES,Accipitridae,Buteo hemilasius,Upland Buzzard,Mongolenbussard
2965,ACCIPITRIFORMES,Accipitridae,Buteo japonicus,Eastern Buzzard,Taigabussard
2966,ACCIPITRIFORMES,Accipitridae,Buteo refectus,Himalayan Buzzard,Tibetbussard
2967,ACCIPITRIFORMES,Accipitridae,Buteo rufinus,Long-legged Buzzard,Adlerbussard
2968,ACCIPITRIFORMES,Accipitridae,Buteo bannermani,Cape Verde Buzzard,Kapverdenbussard
2969,ACCIPITRIFORMES,Accipitridae,Buteo socotraensis,Socotra Buzzard,Sokotrabussard
2970,ACCIPITRIFORMES,Accipitridae,Buteo buteo,Common Buzzard,Mäusebussard
2971,ACCIPITRIFORMES,Accipitridae,Buteo trizonatus,Forest Buzzard,Kapbussard
2972,ACCIPITRIFORMES,Accipitridae,Buteo oreophilus,Mountain Buzzard,Bergbussard
2973,ACCIPITRIFORMES,Accipitridae,Buteo auguralis,Red-necked Buzzard,Rostnackenbussard
2974,ACCIPITRIFORMES,Accipitridae,Buteo brachypterus,Madagascar Buzzard,Madagaskarbussard
2975,ACCIPITRIFORMES,Accipitridae,Buteo augur,Augur Buzzard,Augurbussard
2976,ACCIPITRIFORMES,Accipitridae,Buteo rufofuscus,Jackal Buzzard,Felsenbussard
2977,STRIGIFORMES,Tytonidae,Tyto tenebricosa,Greater Sooty Owl,Rußeule
2978,STRIGIFORMES,Tytonidae,Tyto multipunctata,Lesser Sooty Owl,Fleckenrußeule
2979,STRIGIFORMES,Tytonidae,Tyto inexspectata,Minahasa Masked Owl,Minahassaeule
2980,STRIGIFORMES,Tytonidae,Tyto nigrobrunnea,Taliabu Masked Owl,Taliabueule
2981,STRIGIFORMES,Tytonidae,Tyto sororcula,Moluccan Masked Owl,Molukkeneule
2982,STRIGIFORMES,Tytonidae,Tyto manusi,Manus Masked Owl,Manuseule
2983,STRIGIFORMES,Tytonidae,Tyto aurantia,Golden Masked Owl,Goldeule
2984,STRIGIFORMES,Tytonidae,Tyto novaehollandiae,Australian Masked Owl,Neuhollandeule
2985,STRIGIFORMES,Tytonidae,Tyto rosenbergii,Sulawesi Masked Owl,Sulawesieule
2986,STRIGIFORMES,Tytonidae,Tyto soumagnei,Red Owl,Malegasseneule
2987,STRIGIFORMES,Tytonidae,Tyto alba,Western Barn Owl,Schleiereule
2988,STRIGIFORMES,Tytonidae,Tyto furcata,American Barn Owl,Amerikaschleiereule
2989,STRIGIFORMES,Tytonidae,Tyto javanica,Eastern Barn Owl,Australschleiereule
2990,STRIGIFORMES,Tytonidae,Tyto deroepstorffi,Andaman Masked Owl,Andamanenschleiereule
2991,STRIGIFORMES,Tytonidae,Tyto glaucops,Ashy-faced Owl,Hispaniolaschleiereule
2992,STRIGIFORMES,Tytonidae,Tyto capensis,African Grass Owl,Kapgraseule
2993,STRIGIFORMES,Tytonidae,Tyto longimembris,Eastern Grass Owl,Graseule
2994,STRIGIFORMES,Tytonidae,Tyto prigoginei,Itombwe Owl,Kongomaskeneule
2995,STRIGIFORMES,Tytonidae,Phodilus badius,Oriental Bay Owl,Maskeneule
2996,STRIGIFORMES,Tytonidae,Phodilus assimilis,Sri Lanka Bay Owl,Ceylonmaskeneule
2997,STRIGIFORMES,Strigidae,Uroglaux dimorpha,Papuan Hawk-Owl,Rundflügelkauz
2998,STRIGIFORMES,Strigidae,Ninox albifacies,Laughing Owl,Lachkauz
2999,STRIGIFORMES,Strigidae,Ninox rufa,Rufous Owl,Rostkauz
3000,STRIGIFORMES,Strigidae,Ninox strenua,Powerful Owl,Riesenkauz
3001,STRIGIFORMES,Strigidae,Ninox connivens,Barking Owl,Kläfferkauz
3002,STRIGIFORMES,Strigidae,Ninox rudolfi,Sumba Boobook,Sumbakauz
3003,STRIGIFORMES,Strigidae,Ninox boobook,Australian Boobook,Boobookkauz
3004,STRIGIFORMES,Strigidae,Ninox rotiensis,Rote Boobook,Rotikauz
3005,STRIGIFORMES,Strigidae,Ninox fusca,Timor Boobook,Timorkauz
3006,STRIGIFORMES,Strigidae,Ninox plesseni,Alor Boobook,Alorkauz
3007,STRIGIFORMES,Strigidae,Ninox leucopsis,Tasmanian Boobook,Tasmankuckuckskauz
3008,STRIGIFORMES,Strigidae,Ninox novaeseelandiae,Morepork,Kuckuckskauz
3009,STRIGIFORMES,Strigidae,Ninox japonica,Northern Boobook,Japankauz
3010,STRIGIFORMES,Strigidae,Ninox scutulata,Brown Boobook,Falkenkauz
3011,STRIGIFORMES,Strigidae,Ninox obscura,Hume's Boobook,Dunkelkauz
3012,STRIGIFORMES,Strigidae,Ninox randi,Chocolate Boobook,Schokoladenkauz
3013,STRIGIFORMES,Strigidae,Ninox affinis,Andaman Boobook,Andamanenkauz
3014,STRIGIFORMES,Strigidae,Ninox philippensis,Luzon Boobook,Luzonkauz
3015,STRIGIFORMES,Strigidae,Ninox spilocephala,Mindanao Boobook,Mindanaokauz
3016,STRIGIFORMES,Strigidae,Ninox leventisi,Camiguin Boobook,Camiguinkauz
3017,STRIGIFORMES,Strigidae,Ninox reyi,Sulu Boobook,Sulukauz
3018,STRIGIFORMES,Strigidae,Ninox rumseyi,Cebu Boobook,Cebukauz
3019,STRIGIFORMES,Strigidae,Ninox spilonotus,Romblon Boobook,Romblonkauz
3020,STRIGIFORMES,Strigidae,Ninox mindorensis,Mindoro Boobook,Mindorokauz
3021,STRIGIFORMES,Strigidae,Ninox sumbaensis,Least Boobook,Graugesicht-Sumbakauz
3022,STRIGIFORMES,Strigidae,Ninox burhani,Togian Boobook,Togiankauz
3023,STRIGIFORMES,Strigidae,Ninox ochracea,Ochre-bellied Boobook,Ockerbauchkauz
3024,STRIGIFORMES,Strigidae,Ninox ios,Cinnabar Boobook,Zinnoberkauz
3025,STRIGIFORMES,Strigidae,Ninox hypogramma,Halmahera Boobook,Halmaherakauz
3026,STRIGIFORMES,Strigidae,Ninox hantu,Buru Boobook,Burukauz
3027,STRIGIFORMES,Strigidae,Ninox squamipila,Seram Boobook,Seramkauz
3028,STRIGIFORMES,Strigidae,Ninox forbesi,Tanimbar Boobook,Tanimbarkauz
3029,STRIGIFORMES,Strigidae,Ninox natalis,Christmas Boobook,Weihnachtsinselkauz
3030,STRIGIFORMES,Strigidae,Ninox meeki,Manus Boobook,Manuskauz
3031,STRIGIFORMES,Strigidae,Ninox theomacha,Papuan Boobook,Einfarbkauz
3032,STRIGIFORMES,Strigidae,Ninox punctulata,Speckled Boobook,Pünktchenkauz
3033,STRIGIFORMES,Strigidae,Ninox odiosa,New Britain Boobook,Neubritannienkauz
3034,STRIGIFORMES,Strigidae,Ninox variegata,New Ireland Boobook,Bismarckkauz
3035,STRIGIFORMES,Strigidae,Margarobyas lawrencii,Bare-legged Owl,Kubaeule
3036,STRIGIFORMES,Strigidae,Taenioptynx brodiei,Collared Owlet,Wachtelzwergkauz
3037,STRIGIFORMES,Strigidae,Taenioptynx sylvaticus,Sunda Owlet,Sundazwergkauz
3038,STRIGIFORMES,Strigidae,Micrathene whitneyi,Elf Owl,Elfenkauz
3039,STRIGIFORMES,Strigidae,Xenoglaux loweryi,Long-whiskered Owlet,Perukauz
3040,STRIGIFORMES,Strigidae,Aegolius funereus,Boreal Owl,Raufußkauz
3041,STRIGIFORMES,Strigidae,Aegolius acadicus,Northern Saw-whet Owl,Sägekauz
3042,STRIGIFORMES,Strigidae,Aegolius gradyi,Bermuda Saw-whet Owl,Bermudakauz
3043,STRIGIFORMES,Strigidae,Aegolius ridgwayi,Unspotted Saw-whet Owl,Ridgwaykauz
3044,STRIGIFORMES,Strigidae,Aegolius harrisii,Buff-fronted Owl,Blassstirnkauz
3045,STRIGIFORMES,Strigidae,Athene cunicularia,Burrowing Owl,Kaninchenkauz
3046,STRIGIFORMES,Strigidae,Athene brama,Spotted Owlet,Brahmakauz
3047,STRIGIFORMES,Strigidae,Athene noctua,Little Owl,Steinkauz
3048,STRIGIFORMES,Strigidae,Athene superciliaris,White-browed Owl,Madagaskarkauz
3049,STRIGIFORMES,Strigidae,Athene blewitti,Forest Owlet,Blewittkauz
3050,STRIGIFORMES,Strigidae,Athene jacquinoti,West Solomons Owl,Salomonenkauz
3051,STRIGIFORMES,Strigidae,Athene granti,Guadalcanal Owl,Guadalcanalkauz
3052,STRIGIFORMES,Strigidae,Athene malaitae,Malaita Owl,Malaitakauz
3053,STRIGIFORMES,Strigidae,Athene roseoaxillaris,Makira Owl,Makirakauz
3054,STRIGIFORMES,Strigidae,Surnia ulula,Northern Hawk-Owl,Sperbereule
3055,STRIGIFORMES,Strigidae,Glaucidium passerinum,Eurasian Pygmy Owl,Sperlingskauz
3056,STRIGIFORMES,Strigidae,Glaucidium perlatum,Pearl-spotted Owlet,Perlzwergkauz
3057,STRIGIFORMES,Strigidae,Glaucidium tephronotum,Red-chested Owlet,Rotbrust-Zwergkauz
3058,STRIGIFORMES,Strigidae,Glaucidium sjostedti,Sjöstedt's Barred Owlet,Prachtzwergkauz
3059,STRIGIFORMES,Strigidae,Glaucidium cuculoides,Asian Barred Owlet,Kuckuckszwergkauz
