ID,Order,Family,Scientific,English,German
6296,PASSERIFORMES,Malaconotidae,Chlorophoneus bocagei,Bocage's Bushshrike,Bocagewürger
6297,PASSERIFORMES,Malaconotidae,Chlorophoneus sulfureopectus,Orange-breasted Bushshrike,Orangebrustwürger
6298,PASSERIFORMES,Malaconotidae,Telophorus viridis,Gorgeous Bushshrike,Doppelbandwürger
6299,PASSERIFORMES,Malaconotidae,Telophorus dohertyi,Doherty's Bushshrike,Rotstirnwürger
6300,PASSERIFORMES,Malaconotidae,Telophorus zeylonus,Bokmakierie,Bokmakiriwürger
6301,PASSERIFORMES,Malaconotidae,Telophorus cruentus,Rosy-patched Bushshrike,Rosenwürger
6302,PASSERIFORMES,Malaconotidae,Bocagia minuta,Marsh Tchagra,Sumpftschagra
6303,PASSERIFORMES,Malaconotidae,Tchagra australis,Brown-crowned Tchagra,Dorntschagra
6304,PASSERIFORMES,Malaconotidae,Tchagra jamesi,Three-streaked Tchagra,Somalitschagra
6305,PASSERIFORMES,Malaconotidae,Tchagra tchagra,Southern Tchagra,Kaptschagra
6306,PASSERIFORMES,Malaconotidae,Tchagra senegalus,Black-crowned Tchagra,Senegaltschagra
6307,PASSERIFORMES,Malaconotidae,Dryoscopus sabini,Sabine's Puffback,Dickschnabel-Schneeballwürger
6308,PASSERIFORMES,Malaconotidae,Dryoscopus angolensis,Pink-footed Puffback,Blassfuß-Schneeballwürger
6309,PASSERIFORMES,Malaconotidae,Dryoscopus senegalensis,Red-eyed Puffback,Schwarzschulter-Schneeballwürger
6310,PASSERIFORMES,Malaconotidae,Dryoscopus cubla,Black-backed Puffback,Schwarzmantel-Schneeballwürger
6311,PASSERIFORMES,Malaconotidae,Dryoscopus gambensis,Northern Puffback,Gambia-Schneeballwürger
6312,PASSERIFORMES,Malaconotidae,Dryoscopus pringlii,Pringle's Puffback,Zwerg-Schneeballwürger
6313,PASSERIFORMES,Malaconotidae,Laniarius leucorhynchus,Lowland Sooty Boubou,Schwarzwürger
6314,PASSERIFORMES,Malaconotidae,Laniarius poensis,Mountain Sooty Boubou,Rabenwürger
6315,PASSERIFORMES,Malaconotidae,Laniarius holomelas,Albertine Sooty Boubou,Kongowürger
6316,PASSERIFORMES,Malaconotidae,Laniarius willardi,Willard's Sooty Boubou,Grauaugenwürger
6317,PASSERIFORMES,Malaconotidae,Laniarius fuelleborni,Fülleborn's Boubou,Füllebornwürger
6318,PASSERIFORMES,Malaconotidae,Laniarius funebris,Slate-colored Boubou,Schieferwürger
6319,PASSERIFORMES,Malaconotidae,Laniarius luehderi,Lühder's Bushshrike,Braunscheitelwürger
